Unnamed: 0,id,transcription,has_word,trans_file,filename,alignment_filename,word_start,word_end,split,duration
1651,121-127105-0024,POOR DOUGLAS BEFORE HIS DEATH WHEN IT WAS IN SIGHT COMMITTED TO ME THE MANUSCRIPT THAT REACHED HIM ON THE THIRD OF THESE DAYS AND THAT ON THE SAME SPOT WITH IMMENSE EFFECT HE BEGAN TO READ TO OUR HUSHED LITTLE CIRCLE ON THE NIGHT OF THE FOURTH,True,/mnt/data/LibriSpeech24K/test-clean/121/127105/121-127105.trans.txt,/mnt/data/LibriSpeech24K/test-clean/121/127105/121-127105-0024.flac,/mnt/data/LibriSpeech24K/test-clean/121/127105/121-127105-0024.TextGrid,11.95,12.16,test-clean,14.45
2380,5683-32866-0030,A LITTLE BIT OF PLASTER TUMBLED DOWN THE CHIMNEY AND STARTLED ME CONFOUNDEDLY,True,/mnt/data/LibriSpeech24K/test-clean/5683/32866/5683-32866.trans.txt,/mnt/data/LibriSpeech24K/test-clean/5683/32866/5683-32866-0030.flac,/mnt/data/LibriSpeech24K/test-clean/5683/32866/5683-32866-0030.TextGrid,0.36,0.62,test-clean,4.845
1418,260-123286-0025,FLIGHT WAS OUT OF THE QUESTION NOW THE REPTILES ROSE THEY WHEELED AROUND OUR LITTLE RAFT WITH A RAPIDITY GREATER THAN THAT OF EXPRESS TRAINS,True,/mnt/data/LibriSpeech24K/test-clean/260/123286/260-123286.trans.txt,/mnt/data/LibriSpeech24K/test-clean/260/123286/260-123286-0025.flac,/mnt/data/LibriSpeech24K/test-clean/260/123286/260-123286-0025.TextGrid,5.26,5.56,test-clean,9.205
2118,1995-1826-0026,NOW FOR ONE LITTLE HALF HOUR SHE HAD BEEN A WOMAN TALKING TO A BOY NO NOT EVEN THAT SHE HAD BEEN TALKING JUST TALKING THERE WERE NO PERSONS IN THE CONVERSATION JUST THINGS ONE THING COTTON,True,/mnt/data/LibriSpeech24K/test-clean/1995/1826/1995-1826.trans.txt,/mnt/data/LibriSpeech24K/test-clean/1995/1826/1995-1826-0026.flac,/mnt/data/LibriSpeech24K/test-clean/1995/1826/1995-1826-0026.TextGrid,1.25,1.51,test-clean,15.45
1709,1221-135767-0009,BUT PEARL WHO WAS A DAUNTLESS CHILD AFTER FROWNING STAMPING HER FOOT AND SHAKING HER LITTLE HAND WITH A VARIETY OF THREATENING GESTURES SUDDENLY MADE A RUSH AT THE KNOT OF HER ENEMIES AND PUT THEM ALL TO FLIGHT,True,/mnt/data/LibriSpeech24K/test-clean/1221/135767/1221-135767.trans.txt,/mnt/data/LibriSpeech24K/test-clean/1221/135767/1221-135767-0009.flac,/mnt/data/LibriSpeech24K/test-clean/1221/135767/1221-135767-0009.TextGrid,5.9,6.12,test-clean,13.34
1400,260-123286-0007,HE CALLED THIS SEA A POND AND OUR LONG VOYAGE TAKING A LITTLE SAIL,True,/mnt/data/LibriSpeech24K/test-clean/260/123286/260-123286.trans.txt,/mnt/data/LibriSpeech24K/test-clean/260/123286/260-123286-0007.flac,/mnt/data/LibriSpeech24K/test-clean/260/123286/260-123286-0007.TextGrid,3.52,3.77,test-clean,4.55
1718,1221-135767-0018,LITTLE PEARL WHO WAS AS GREATLY PLEASED WITH THE GLEAMING ARMOUR AS SHE HAD BEEN WITH THE GLITTERING FRONTISPIECE OF THE HOUSE SPENT SOME TIME LOOKING INTO THE POLISHED MIRROR OF THE BREASTPLATE,True,/mnt/data/LibriSpeech24K/test-clean/1221/135767/1221-135767.trans.txt,/mnt/data/LibriSpeech24K/test-clean/1221/135767/1221-135767-0018.flac,/mnt/data/LibriSpeech24K/test-clean/1221/135767/1221-135767-0018.TextGrid,0.51,0.85,test-clean,11.16
2526,1580-141084-0021,ON THE PALM WERE THREE LITTLE PYRAMIDS OF BLACK DOUGHY CLAY,True,/mnt/data/LibriSpeech24K/test-clean/1580/141084/1580-141084.trans.txt,/mnt/data/LibriSpeech24K/test-clean/1580/141084/1580-141084-0021.flac,/mnt/data/LibriSpeech24K/test-clean/1580/141084/1580-141084-0021.TextGrid,1.19,1.4,test-clean,4.01
63,672-122797-0000,OUT IN THE WOODS STOOD A NICE LITTLE FIR TREE,True,/mnt/data/LibriSpeech24K/test-clean/672/122797/672-122797.trans.txt,/mnt/data/LibriSpeech24K/test-clean/672/122797/672-122797-0000.flac,/mnt/data/LibriSpeech24K/test-clean/672/122797/672-122797-0000.TextGrid,2.34,2.77,test-clean,4.07
1691,1221-135766-0007,HESTER PRYNNE NEVERTHELESS THE LOVING MOTHER OF THIS ONE CHILD RAN LITTLE RISK OF ERRING ON THE SIDE OF UNDUE SEVERITY,True,/mnt/data/LibriSpeech24K/test-clean/1221/135766/1221-135766.trans.txt,/mnt/data/LibriSpeech24K/test-clean/1221/135766/1221-135766-0007.flac,/mnt/data/LibriSpeech24K/test-clean/1221/135766/1221-135766-0007.TextGrid,5.42,5.7,test-clean,8.795
